,temperature,exhaust_vaccum,ambient_pressure,relative_humidity,electric_power
9558,11.81,40.75,1016.13,84.14,477.22
9559,14.73,40.35,1011.15,65.2,470.03
9560,25.84,69.14,1009.22,88.47,431.35
9561,21.9,63.13,1011.54,81.83,447.4
9562,21.85,63.86,1020.16,68.84,445.62
9563,17.1,49.69,1005.53,81.82,457.32
9564,24.73,65.34,1015.42,52.8,446.92
9565,30.44,56.24,1005.19,56.24,429.34
9566,23.0,66.05,1020.61,80.29,421.57
9567,17.75,49.25,1020.86,63.67,454.41
0,9.44,40.0,1015.62,81.16,471.32
1,23.49,49.3,1003.35,77.96,442.76
2,4.99,39.04,1020.45,78.89,472.52
3,18.24,58.46,1017.38,86.92,449.63
4,27.49,63.78,1015.43,47.45,445.66
5,13.61,41.16,1020.49,75.09,462.67
6,29.75,73.5,1011.13,67.31,433.63
7,27.38,77.24,1008.25,82.49,435.81
8,18.28,60.1,1009.72,85.79,452.93
9,23.74,62.96,1019.65,63.39,449.48
10,7.78,40.8,1026.7,85.61,488.54
11,19.72,46.21,1010.54,77.74,449.33
12,23.18,72.99,1009.01,90.09,439.12
13,18.5,52.08,1006.23,100.09,451.23
14,14.39,42.77,1017.36,83.28,463.65
15,29.56,52.84,1006.09,42.17,436.46
16,8.4,38.5,1013.67,69.13,486.5
17,25.47,60.75,1007.27,65.91,438.42
18,15.23,44.9,1007.75,81.34,456.07
19,12.78,44.6,1013.64,77.56,468.67
20,10.16,41.62,1013.15,94.3,465.05
21,9.83,41.17,1019.34,72.29,478.21
22,26.72,56.9,1007.12,58.54,435.16
23,9.41,34.69,1027.02,78.91,480.87
24,8.51,40.81,1015.54,83.16,481.02
25,11.39,40.27,1009.04,73.13,474.93
26,28.44,69.4,1003.98,73.51,433.44
27,12.74,41.38,1021.92,56.67,475.63
28,24.99,58.79,1016.37,67.16,439.2
29,22.1,65.94,1009.79,67.57,443.95
30,14.38,44.84,1024.59,81.68,471.6
31,10.59,41.46,1016.87,85.7,480.83
32,16.22,41.35,1000.96,79.59,462.21
33,17.52,44.05,1008.87,85.67,455.72
34,25.35,72.99,1007.65,84.09,436.29
35,15.14,37.85,1010.33,84.3,468.31
36,19.78,54.42,1011.74,89.34,456.84
37,28.14,76.86,1000.7,70.17,434.68
38,8.07,41.01,1023.26,97.5,474.09
39,21.91,63.76,1009.85,76.8,445.04
40,7.41,39.16,1015.23,90.66,486.91
41,16.14,44.71,1014.83,39.41,468.88
42,13.83,39.64,1012.52,69.97,472.95
43,22.75,58.79,1011.44,84.47,445.67
44,30.06,67.25,1017.63,53.59,435.02
45,19.78,50.32,1008.62,96.4,449.23
46,25.06,65.46,1014.37,38.82,443.03
47,32.41,72.86,1003.69,58.04,432.75
48,12.82,48.14,1017.47,81.45,467.48
49,28.43,69.59,1008.79,73.33,439.26
50,14.72,40.83,1009.65,80.98,469.8
51,23.71,67.17,1007.27,90.2,440.65
52,23.76,74.22,1009.2,92.98,437.47
53,9.78,43.8,1022.25,69.64,477.22
54,8.87,41.82,1033.3,74.28,477.97
55,31.84,71.37,1003.51,46.22,432.04
56,23.59,58.62,1017.81,66.68,448.09
57,29.51,75.6,1017.92,50.61,431.18
58,30.16,73.17,1010.74,58.99,434.43
59,12.28,40.92,1023.23,89.14,460.33
60,12.83,44.88,1017.86,87.88,474.26
61,30.1,47.93,1002.64,42.06,435.27
62,15.52,43.7,1015.8,76.27,466.38
63,10.06,39.61,1020.87,74.01,476.92
64,18.5,47.03,1013.97,93.6,460.08
65,31.33,76.86,997.85,64.43,431.44
66,30.28,79.74,1006.96,70.21,433.45
67,19.27,50.9,1011.72,83.14,455.09
68,17.23,40.12,1013.52,81.55,456.2
69,20.73,69.94,1009.9,82.12,445.91
70,22.31,43.43,1010.64,56.44,449.67
71,19.7,52.84,1004.86,89.72,444.64
72,19.02,50.66,1013.04,85.25,455.42
73,5.15,40.07,1012.27,63.31,495.35
74,8.6,40.77,1011.8,89.45,480.82
75,27.75,77.24,1007.48,78.37,433.57
76,21.37,65.94,1010.73,75.09,444.74
77,22.87,71.29,1008.1,73.1,442.27
78,6.1,43.65,1018.07,75.85,485.24
79,14.33,42.86,1010.82,88.59,469.52
80,22.18,45.09,1014.04,43.13,455.4
81,19.2,58.71,1009.8,84.62,448.17
82,15.43,40.89,1010.63,73.03,468.35
83,20.03,47.45,1009.04,77.56,450.6
84,23.42,50.05,1006.79,86.45,441.8
85,7.61,44.71,1019.41,70.48,485.36
86,10.44,39.04,1023.99,85.03,480.34
87,17.79,46.21,1010.38,85.25,448.74
88,26.85,69.84,1002.84,81.31,426.58
89,24.54,48.41,1008.61,73.53,439.79
90,24.64,72.24,1011.37,80.61,434.54
91,27.06,43.77,1011.02,42.61,442.15
92,25.76,71.06,1007.93,90.4,433.75
93,21.1,62.66,1011.19,83.49,448.8
94,27.45,64.34,1007.12,65.87,440.0
95,25.1,43.77,1010.9,49.68,444.99
96,23.16,69.94,1004.92,68.68,438.48
97,18.84,67.32,1012.63,81.89,449.21
98,25.92,50.16,1003.95,71.3,440.98
99,28.75,64.84,1009.61,58.24,441.3
100,23.81,73.17,1012.13,86.13,438.11
101,11.03,42.32,1017.26,90.56,470.92
102,28.06,70.04,1009.89,66.07,431.7
103,13.35,41.39,1019.17,72.87,474.19
104,11.44,41.39,1019.59,79.95,478.52
105,12.34,40.62,1016.28,53.6,466.47
106,32.12,69.98,1013.31,54.3,429.86
107,8.66,44.68,1022.99,95.45,479.62
108,5.37,40.07,1012.75,63.58,494.21
109,23.92,71.98,1006.22,92.96,433.23
110,26.8,72.58,1008.94,78.24,428.62
111,23.82,64.15,1020.96,60.11,447.37
112,7.79,42.03,1017.74,91.48,477.26
113,20.94,68.12,1012.43,78.2,446.41
114,10.87,44.71,1021.38,58.22,484.63
115,30.69,74.16,1012.71,60.89,435.17
116,25.33,48.6,1002.54,68.45,442.48
117,9.45,36.71,1024.24,83.28,476.02
118,17.45,49.64,1026.4,66.67,454.67
119,28.99,54.2,1012.79,41.9,442.6
120,9.23,37.36,1015.01,67.38,481.08
121,22.69,48.14,1013.7,62.05,448.52
122,22.79,50.78,1008.65,58.39,447.12
123,25.56,75.6,1017.37,69.31,442.2
124,15.91,71.14,1019.7,72.65,458.15
125,22.91,66.44,1011.23,63.43,444.48
126,19.94,38.52,1018.4,55.9,450.48
127,24.04,60.77,1017.62,75.23,442.25
128,20.11,50.78,1008.73,93.24,447.42
129,8.73,41.92,1029.41,89.72,480.99
130,16.19,36.99,1007.37,92.4,462.94
131,27.66,59.21,1013.12,51.58,438.57
132,6.93,41.14,1027.18,84.67,479.06
133,22.05,48.14,1015.81,69.94,447.37
134,14.05,40.71,1016.36,68.58,465.74
135,9.75,52.72,1026.03,78.53,473.41
136,10.22,37.83,1005.94,93.53,471.79
137,20.84,51.19,1008.63,84.11,448.98
138,21.04,69.48,1011.07,89.92,439.53
139,25.6,73.67,1005.78,84.82,433.25
140,12.75,44.03,1007.29,89.46,465.86
141,19.3,56.65,1020.55,70.43,459.1
142,16.68,53.16,1014.32,78.02,456.29
143,6.05,38.68,1017.46,66.13,483.5
144,31.91,69.89,1014.59,54.51,429.29
145,23.3,48.78,1018.17,75.36,441.08
146,23.71,50.23,1017.55,73.24,458.59
147,4.99,41.03,1022.33,83.11,493.16
148,30.09,69.48,1009.51,53.24,435.2
149,23.95,73.67,1007.32,87.67,437.43
150,15.69,44.6,1014.06,61.51,462.07
151,20.85,48.7,1007.11,87.2,449.57
152,10.2,40.67,1016.15,73.2,482.26
153,14.01,43.34,1016.95,83.41,463.81
154,21.67,62.39,1007.98,92.96,445.85
155,22.76,49.21,1014.35,48.85,448.73
156,28.48,54.2,1013.14,49.51,440.55
157,16.13,39.99,1007.04,80.49,465.25
158,9.18,39.42,1025.41,69.46,473.78
159,10.1,41.79,1019.36,78.07,474.09
160,20.98,47.43,1007.39,68.15,450.0
161,15.97,45.01,1016.58,83.24,456.91
162,30.02,69.04,1009.68,56.01,440.49
163,17.49,63.94,1020.02,82.6,452.71
164,32.56,68.14,1004.02,35.04,425.11
165,14.72,43.34,1013.07,85.61,464.22
166,30.55,66.25,1009.15,63.52,440.74
167,20.5,49.69,1009.6,70.81,452.94
168,20.08,63.09,1019.0,77.06,448.74
169,24.48,69.45,1013.86,62.39,435.74
170,19.35,43.43,1009.4,66.11,454.02
171,17.84,61.27,1020.1,70.68,454.57
172,19.07,44.63,1020.23,44.93,456.37
173,26.48,66.54,1011.61,51.9,438.87
174,15.69,39.3,1019.03,60.57,464.17
175,6.99,35.19,1019.32,68.95,480.05
176,23.29,49.3,1003.88,74.12,442.11
177,28.9,68.84,1011.64,64.44,437.06
178,22.82,60.08,1017.95,65.71,450.86
179,10.89,40.81,1025.82,81.18,478.23
180,18.12,63.09,1019.32,89.21,449.65
181,8.9,39.96,1026.31,95.46,474.49
182,20.1,59.87,1018.97,87.23,444.71
183,22.4,58.12,1015.24,78.03,449.13
184,6.69,43.65,1020.14,69.55,482.57
185,5.02,40.64,1021.2,93.27,485.28
186,28.82,65.71,1014.24,54.3,449.18
187,15.12,39.16,1006.55,76.99,463.78
188,24.64,58.79,1009.82,73.96,444.26
189,24.19,65.48,1018.8,60.54,443.92
190,11.17,39.72,1002.4,81.4,474.64
191,17.53,42.24,1016.9,60.95,470.63
192,20.0,39.53,1007.59,62.09,456.28
193,21.38,65.12,1015.73,68.02,448.5
194,33.83,67.9,1005.94,29.86,428.12
195,31.46,71.8,1010.75,54.88,434.96
196,13.07,40.83,1010.0,84.84,471.19
197,24.43,58.2,1017.18,46.84,444.89
198,22.93,58.2,1017.75,54.09,444.95
199,27.65,67.07,1005.65,60.42,439.03
200,18.77,52.08,1004.02,99.86,449.62
201,19.36,44.6,1016.25,45.65,464.56
202,12.54,41.62,1010.86,83.42,461.08
203,17.06,52.9,1019.76,80.9,460.82
204,21.83,41.1,1001.91,41.79,453.38
205,30.04,67.25,1017.57,38.14,434.83
206,29.01,66.44,1011.21,71.56,430.61
207,27.44,66.56,1005.51,69.28,428.0
208,17.69,46.36,1019.55,86.64,462.81
209,14.64,39.31,1008.84,79.3,462.72
210,15.74,43.71,1024.7,78.38,462.66
211,22.04,69.51,1013.25,56.15,446.34
212,19.02,52.72,1025.44,51.9,461.57
213,26.29,56.85,1012.68,60.33,439.86
214,7.46,41.82,1032.67,74.59,483.11
215,28.82,77.24,1008.35,78.93,433.69
216,20.27,56.65,1020.75,67.12,454.29
217,17.73,40.55,1003.36,74.62,462.69
218,14.76,49.64,1026.31,75.67,461.16
219,24.49,65.46,1015.77,44.95,445.27
220,25.97,70.32,1007.48,57.01,435.27
221,16.02,39.54,1007.73,72.81,466.15
222,13.03,39.52,1016.68,83.09,473.99
223,21.87,66.86,1013.01,57.39,453.62
224,28.01,65.34,1014.68,46.86,440.77
225,29.53,64.44,1013.22,59.75,440.1
226,14.19,39.52,1018.34,77.25,467.14
227,8.27,35.77,1015.3,73.36,478.13
228,28.72,76.86,999.31,71.74,431.74
229,31.68,74.16,1011.3,55.94,434.61
230,8.22,40.77,1009.11,95.61,480.38
231,14.02,41.78,1011.26,48.62,465.87
232,5.71,40.77,1022.51,89.58,485.75
233,21.87,61.45,1011.13,92.22,445.21
234,22.07,48.41,1008.71,81.29,444.01
235,23.97,63.86,1018.09,57.62,441.65
236,19.08,44.63,1020.05,41.07,455.95
237,30.51,59.57,1011.08,61.94,436.92
238,22.88,69.45,1014.02,65.13,441.76
239,28.2,66.75,1018.35,60.18,433.46
240,16.0,37.87,1020.24,78.41,461.33
241,22.82,69.94,1004.65,73.47,437.32
242,9.99,43.52,1022.95,99.67,473.64
243,21.53,70.02,1010.33,95.95,440.93
244,31.98,64.05,1010.49,58.01,439.56
245,28.07,68.08,1013.13,44.67,437.65
246,27.45,59.74,1011.34,58.58,450.46
247,23.07,57.5,1015.7,75.47,447.49
248,27.21,64.05,1010.08,76.69,442.37
249,29.15,73.42,1011.43,66.49,432.26
250,24.99,60.37,1005.66,74.87,437.67
251,20.15,39.72,1001.85,59.32,456.87
252,17.09,42.42,1009.03,72.01,464.11
253,9.47,41.4,1026.49,87.9,479.68
254,19.04,50.12,1010.53,100.09,446.59
255,25.44,65.06,1013.82,55.72,440.09
256,22.32,70.47,1010.97,83.16,441.87
257,11.47,40.27,1005.39,77.4,479.44
258,18.77,49.39,1021.06,82.95,454.53
259,13.76,45.87,1008.89,87.27,463.5
260,27.46,67.69,1004.7,70.15,432.64
261,27.88,70.79,1005.06,72.5,429.62
262,25.87,47.01,1014.67,61.87,452.32
263,15.09,40.89,1010.15,92.0,466.47
264,10.2,41.17,1019.56,82.46,479.7
265,19.12,50.16,1011.52,99.71,451.49
266,28.19,68.08,1013.41,43.93,436.43
267,10.9,41.93,1014.96,96.24,477.93
268,20.76,44.58,1017.09,57.47,462.01
269,33.3,80.18,1011.09,63.98,430.16
270,10.96,37.5,1013.46,79.54,471.05
271,28.28,56.9,1006.38,64.99,445.61
272,18.55,41.1,1002.02,65.16,459.97
273,27.03,65.12,1015.94,45.1,441.62
274,8.7,36.24,1013.34,89.5,478.69
275,24.94,67.69,1008.86,68.97,439.08
276,25.54,60.37,1006.49,71.54,436.14
277,8.86,40.23,1017.57,90.47,478.05
278,11.6,40.96,1023.95,86.83,473.66
279,3.63,38.44,1016.16,87.38,487.87
280,23.27,68.28,1005.01,74.83,444.86
281,9.46,36.66,1026.22,72.58,479.06
282,9.27,38.56,1017.69,62.49,475.42
283,20.95,48.14,1013.3,67.72,452.38
284,18.42,63.94,1020.47,74.47,450.55
285,7.35,41.66,1015.55,79.67,485.35
286,14.04,39.64,1011.09,87.22,472.31
287,5.76,45.87,1010.83,95.79,481.4
288,28.15,71.94,1006.73,68.21,427.69
289,32.69,72.86,1003.57,56.84,431.76
290,7.9,40.0,1018.74,79.55,474.5
291,25.86,76.2,1005.73,69.35,438.75
292,10.07,44.68,1023.44,90.95,477.52
293,25.28,72.39,1002.28,89.43,432.52
294,13.16,43.71,1024.44,85.68,469.06
295,14.57,39.28,1015.1,76.94,469.27
296,22.43,55.97,1008.97,85.98,443.74
297,13.35,41.44,1015.9,66.04,473.17
298,15.25,39.16,1016.18,79.39,471.05
299,13.55,43.48,1016.08,67.25,464.33
300,26.78,73.06,1007.99,90.47,433.25
301,24.15,63.13,1013.8,92.1,440.15
302,20.36,56.53,1020.25,72.96,455.34
303,20.27,63.56,1014.24,86.55,446.93
304,27.32,76.09,1007.77,74.64,443.13
305,15.59,45.09,1013.41,91.97,457.54
306,13.21,45.87,1008.58,85.66,463.1
307,32.74,68.31,1010.23,41.29,441.66
308,15.9,41.35,1005.35,92.89,464.93
309,11.08,38.16,1014.45,74.99,473.32
310,19.65,44.89,1009.76,75.36,451.35
311,27.76,65.59,1010.8,67.29,439.03
312,17.86,50.88,1015.59,88.28,457.33
313,14.46,44.78,1007.64,67.03,459.31
314,18.06,56.65,1020.2,81.59,459.14
315,27.3,57.19,1008.08,63.48,438.65
316,14.12,39.4,1008.02,76.45,468.63
317,20.25,59.8,1015.3,82.69,453.81
318,26.27,62.91,1011.97,48.06,447.76
319,14.17,42.86,1030.94,66.47,466.2
320,14.17,43.13,1014.94,48.62,471.08
321,15.43,39.16,1016.44,79.8,470.74
322,23.14,58.18,1008.89,81.82,444.51
323,12.38,41.62,1012.37,84.15,461.07
324,17.25,43.14,1018.34,76.17,462.8
325,21.73,64.63,1020.84,68.9,450.36
326,21.38,49.21,1012.49,53.77,449.66
327,13.5,54.3,1016.2,77.46,468.92
328,19.7,54.42,1011.83,89.86,450.48
329,15.29,25.88,1009.21,66.0,464.25
330,29.24,69.05,1003.12,43.18,432.56
331,17.77,56.53,1019.57,79.89,457.94
332,26.57,73.21,1002.31,92.51,431.68
333,22.69,49.21,1012.64,46.83,449.01
334,15.78,41.48,1015.55,52.17,454.25
335,32.87,70.8,1009.54,59.85,433.1
336,20.79,57.32,1012.47,70.09,446.18
337,29.77,69.98,1013.32,69.6,430.65
338,7.32,41.22,1015.42,97.25,484.21
339,27.76,44.89,1009.4,50.15,442.83
340,31.93,70.4,1005.27,73.71,432.29
341,7.69,38.06,1020.72,83.47,483.54
342,18.87,44.06,1013.42,68.78,451.4
343,13.05,44.34,1018.47,81.2,473.4
344,19.27,50.12,1007.61,100.11,447.63
345,5.98,41.31,1001.66,89.5,484.51
346,28.82,64.79,1016.74,56.34,445.1
347,30.05,56.9,1007.02,41.96,437.55
348,25.9,48.92,1009.82,35.42,443.8
349,24.86,60.77,1016.85,71.24,440.68
350,20.56,43.79,1015.85,45.7,462.11
351,11.94,44.2,1017.97,82.93,474.02
352,15.79,49.15,1020.62,76.22,465.62
353,13.51,40.1,1014.29,86.34,470.65
354,19.3,44.9,1008.89,70.55,452.75
355,7.69,43.02,1014.51,85.23,486.46
356,7.11,40.77,1022.4,90.95,475.55
357,25.51,67.69,1004.53,80.03,433.02
358,13.83,42.86,1030.77,75.09,470.21
359,13.95,38.73,1003.87,83.94,468.21
360,27.58,57.19,1007.88,52.95,435.7
361,19.99,65.94,1012.28,75.42,447.22
362,24.9,67.25,1017.77,66.17,433.71
363,14.22,45.01,1014.17,70.14,464.06
364,27.51,49.3,1003.74,61.27,437.09
365,23.79,48.06,1012.92,60.03,447.59
366,28.61,72.29,1011.61,45.33,446.77
367,26.3,51.43,1012.05,63.62,442.28
368,29.32,71.29,1008.34,51.51,432.17
369,24.12,51.43,1006.55,83.77,441.49
370,8.57,41.17,1020.18,72.47,484.2
371,18.96,50.16,1010.72,100.09,451.2
372,20.6,59.15,1013.32,91.07,443.76
373,26.48,68.14,1004.83,55.96,432.19
374,7.68,38.06,1020.92,83.87,483.8
375,24.56,63.21,1013.79,82.38,444.34
376,19.05,62.96,1020.48,83.04,454.26
377,15.1,41.35,1003.84,97.89,466.14
378,33.13,74.34,999.57,48.34,433.73
379,31.68,68.24,1005.29,37.34,427.22
380,20.45,48.41,1010.81,86.7,444.69
381,18.89,63.09,1018.47,84.85,450.0
382,21.96,59.8,1016.72,72.6,452.48
383,33.38,71.06,1008.1,64.83,430.98
384,8.66,40.11,1032.86,75.31,479.76
385,16.32,43.5,1021.3,72.6,460.07
386,26.7,66.56,1005.31,71.97,430.21
387,16.64,48.92,1011.55,78.76,452.56
388,15.09,44.34,1019.46,60.49,468.8
389,27.61,69.68,1012.79,77.01,438.31
390,22.28,59.92,1009.36,95.38,437.85
391,12.78,41.04,1025.16,85.14,461.61
392,26.23,59.07,1008.2,78.93,440.18
393,20.58,50.9,1011.89,72.56,452.6
394,31.07,70.32,1011.74,65.91,436.16
395,24.24,68.3,1018.03,81.51,437.12
396,30.36,68.08,1010.76,51.32,429.97
397,16.68,43.14,1018.39,76.48,459.83
398,7.0,39.81,1017.47,87.65,484.51
399,21.58,63.87,1015.27,63.15,451.88
400,5.72,40.81,1025.78,92.46,487.8
401,14.94,42.77,1018.06,75.35,460.51
402,20.03,60.77,1017.23,87.82,449.31
403,9.12,41.54,1018.61,79.26,482.95
404,14.46,53.82,1016.55,68.11,462.6
405,26.91,70.02,1010.75,59.48,445.31
406,26.51,67.25,1017.85,64.17,435.52
407,30.07,70.98,1007.74,75.68,437.55
408,20.57,63.78,1016.76,74.0,449.93
409,22.52,67.32,1011.4,66.2,443.49
410,25.99,71.32,1007.17,83.23,432.41
411,23.35,47.01,1015.03,73.9,456.3
412,30.7,74.22,1008.12,50.39,432.51
413,14.3,53.82,1016.64,63.9,465.42
414,27.54,66.93,1017.06,55.2,450.22
415,24.75,69.89,1015.29,82.01,438.1
416,13.56,40.03,1017.73,83.76,472.59
417,25.45,74.33,1015.53,80.95,435.12
418,29.13,47.93,1002.5,49.1,435.61
419,23.29,68.51,1013.19,77.81,441.17
420,5.07,40.07,1019.32,66.17,494.87
421,7.24,41.17,1020.35,80.56,486.76
422,11.38,39.22,1018.62,57.14,473.71
423,23.47,51.3,1011.89,74.1,448.65
424,9.82,41.04,1026.72,77.28,473.98
425,23.07,50.05,1006.9,86.98,442.97
426,22.61,42.8,1014.24,69.71,460.26
427,29.86,70.8,1010.22,70.36,437.47
428,26.64,73.56,1004.98,93.31,432.93
429,29.92,57.19,1008.62,45.8,438.99
430,15.86,39.82,1013.12,77.37,466.89
431,13.26,41.74,1021.89,63.32,473.44
432,9.8,41.82,1032.98,67.55,473.72
433,30.31,77.24,1008.02,67.84,435.28
434,13.1,49.83,1007.29,92.79,466.08
435,27.05,59.15,1012.83,56.31,441.39
436,11.52,39.18,1023.43,83.29,474.35
437,14.4,42.18,1015.47,77.7,464.81
438,23.43,61.47,1007.84,87.11,448.01
439,17.67,50.88,1015.64,90.55,456.16
440,25.88,71.73,1010.01,72.8,430.86
441,5.18,40.27,1010.84,81.64,489.1
442,6.75,39.9,1008.3,87.42,484.05
443,27.18,59.27,1012.57,64.18,439.69
444,10.9,40.67,1016.66,65.09,482.4
445,8.69,41.04,1026.87,80.28,477.2
446,14.97,43.67,1011.13,87.33,465.54
447,6.49,35.57,1025.4,79.67,486.8
448,29.12,51.43,1005.93,60.66,437.71
449,16.0,45.09,1014.31,60.02,458.46
450,18.56,42.18,1001.46,99.59,456.61
451,8.52,41.55,1002.09,86.81,483.63
452,23.62,61.87,1010.07,48.77,447.93
453,27.9,63.13,1011.8,70.04,439.76
454,27.24,68.08,1013.23,51.96,445.25
455,26.1,66.25,1009.25,84.52,441.53
456,12.99,40.55,1007.52,94.15,472.18
457,23.63,71.29,1008.01,70.07,442.65
458,31.31,67.48,1009.71,57.06,440.38
459,13.08,44.9,1020.47,86.46,472.01
460,25.59,73.5,1011.19,81.52,435.48
461,26.49,59.44,1012.09,57.84,441.16
462,28.13,68.12,1012.6,44.71,435.85
463,15.34,41.96,1012.08,100.12,468.33
464,25.16,43.21,1011.73,88.69,442.29
465,9.55,40.72,1023.12,68.06,481.08
466,18.94,48.7,1008.5,94.83,451.38
467,24.06,58.98,1010.66,81.16,443.75
468,21.65,58.18,1008.33,95.28,441.05
469,13.25,49.83,1008.76,88.21,453.8
470,29.6,71.58,1010.34,52.56,434.64
471,27.35,77.95,1017.43,73.36,437.61
472,17.29,42.86,1014.38,72.3,464.27
473,30.91,76.2,1008.53,58.08,434.94
474,7.77,41.82,1032.72,72.8,479.4
475,14.55,41.7,1018.58,80.8,454.14
476,6.31,42.07,1004.61,77.74,483.27
477,22.93,63.13,1011.6,77.09,448.02
478,12.53,44.03,1007.21,84.2,470.04
479,18.2,39.63,1005.35,79.05,468.49
480,20.04,58.2,1017.56,74.31,448.92
481,30.75,71.25,1000.07,65.47,431.93
482,17.7,43.69,1016.98,61.98,462.63
483,21.32,45.01,1012.23,59.94,452.75
484,28.41,66.91,1008.22,57.93,440.52
485,12.2,39.72,1018.07,54.83,471.33
486,17.88,46.97,1013.73,67.78,456.77
487,20.02,67.32,1012.05,76.34,445.31
488,22.1,74.87,1009.4,85.78,442.83
489,24.97,58.95,1017.19,56.24,440.03
490,21.01,60.1,1010.93,78.6,450.99
491,5.57,42.85,1013.55,92.14,488.85
492,25.86,61.08,1013.51,67.5,449.67
493,21.04,54.2,1012.26,85.61,443.41
494,19.07,49.69,1007.22,76.79,453.09
495,26.06,67.83,1009.26,66.37,432.28
496,19.22,62.1,1019.43,79.19,451.8
497,22.25,66.54,1004.64,89.15,437.19
498,26.39,49.16,1005.68,56.18,442.87
499,22.7,61.41,1012.08,78.08,449.75
500,17.58,44.9,1020.52,71.48,459.78
501,15.36,41.35,1002.4,91.67,465.01
502,14.22,40.83,1009.2,81.32,469.75
503,27.47,63.78,1016.07,48.47,446.69
504,27.14,65.27,1013.26,55.17,441.68
505,20.1,58.95,1018.46,80.87,446.7
506,24.82,72.99,1007.81,84.72,435.68
507,15.21,52.75,1024.32,61.11,458.84
508,25.18,65.06,1013.64,55.77,440.27
509,9.93,40.67,1018.08,69.74,485.23
510,21.79,60.93,1006.44,87.68,443.01
511,26.28,75.23,1011.44,68.35,435.28
512,25.73,62.66,1010.15,54.66,444.85
513,9.27,42.02,1004.29,95.05,474.93
514,10.23,42.32,1017.53,89.93,473.59
515,15.28,43.71,1024.32,81.24,463.44
516,18.01,62.26,1011.89,89.29,451.14
517,10.27,42.34,1022.69,92.78,474.55
518,22.58,43.79,1015.66,44.18,460.3
519,24.58,56.9,1007.08,68.24,437.16
520,19.13,40.79,1004.47,91.7,457.83
521,35.01,74.67,1016.1,26.3,428.48
522,29.78,65.74,1012.13,44.96,441.51
523,30.69,73.67,1006.14,60.58,430.45
524,18.26,58.96,1014.04,69.7,457.43
525,25.74,65.38,1009.6,54.34,452.94
526,26.9,69.59,1008.9,85.08,434.1
527,26.68,49.02,1008.4,68.01,441.54
528,21.8,65.94,1012.02,63.52,448.66
529,28.57,51.43,1012.02,47.79,450.04
530,10.25,41.46,1018.67,84.41,479.28
531,28.28,69.48,1008.56,61.3,428.75
532,7.3,39.72,1020.85,77.83,485.1
533,27.71,54.2,1012.72,47.25,440.74
534,10.2,41.46,1019.12,83.26,480.11
535,14.49,42.86,1013.94,88.2,468.4
536,26.42,71.06,1008.12,87.32,435.6
537,8.47,42.02,1005.37,92.73,477.67
538,5.74,37.8,1021.37,74.47,490.81
539,20.91,59.14,1017.25,74.7,442.67
540,22.66,68.3,1017.73,86.92,431.27
541,7.54,40.72,1023.82,85.15,485.92
542,14.2,43.02,1012.18,57.07,470.67
543,27.44,74.9,1003.85,76.65,436.42
544,7.61,39.37,1015.84,83.73,483.74
545,27.63,64.96,1006.3,75.38,434.22
546,6.1,40.07,1020.21,67.24,494.43
547,17.45,42.28,1007.64,69.19,463.83
548,18.49,41.1,1001.9,59.99,460.76
549,32.67,77.95,1014.62,50.73,432.32
550,7.07,37.49,1010.35,87.19,481.58
551,13.79,42.07,1018.27,88.06,462.25
552,26.48,51.43,1006.76,74.3,438.1
553,15.07,39.3,1019.0,63.62,464.7
554,31.49,73.5,1010.71,40.16,432.13
555,27.13,69.45,1013.9,51.16,434.47
556,15.56,41.04,1025.8,64.81,457.11
557,11.9,39.16,1016.53,84.59,477.75
558,24.28,71.98,1006.34,90.45,432.47
559,11.11,37.5,1013.68,73.67,473.32
560,33.01,68.67,1005.2,51.41,433.94
561,13.28,43.8,1023.17,63.98,466.78
562,24.41,56.9,1006.58,77.94,439.51
563,10.74,44.85,1014.25,71.61,476.83
564,16.3,39.63,1004.64,85.61,464.11
565,14.42,44.66,1016.1,93.89,461.34
566,24.26,66.44,1011.33,55.32,445.63
567,21.62,50.05,1007.2,92.9,444.16
568,11.87,41.78,1012.97,64.79,470.84
569,12.36,48.04,1012.8,93.59,468.37
570,26.12,63.94,1017.97,44.81,441.46
571,10.1,41.58,1021.26,94.06,468.19
572,8.99,39.04,1021.99,75.98,483.35
573,22.16,65.48,1017.22,70.51,446.0
574,11.97,45.51,1016.84,81.47,472.82
575,30.01,65.18,1012.87,43.95,436.91
576,17.51,58.86,1016.78,83.63,453.2
577,22.75,57.76,1017.83,66.54,452.33
578,23.66,61.86,1013.33,83.09,444.27
579,16.18,43.99,1021.97,80.96,460.81
580,19.4,49.69,1012.89,75.53,455.6
581,32.84,68.14,1003.59,43.88,425.18
582,17.37,48.92,1011.91,58.4,455.53
583,28.42,73.5,1011.23,72.79,435.59
584,26.22,69.89,1015.46,76.63,433.61
585,29.8,64.69,1006.6,54.43,437.85
586,26.35,59.87,1013.24,73.63,447.26
587,28.76,69.48,1008.62,55.86,430.14
588,25.88,63.47,1011.95,65.87,443.94
589,31.87,70.94,1006.94,50.78,429.41
590,17.82,56.89,1014.24,77.73,453.83
591,31.44,72.86,1003.74,61.45,433.59
592,6.98,40.35,1011.92,94.72,484.19
593,27.76,72.58,1009.04,84.96,429.25
594,9.75,35.76,1019.88,62.31,474.31
595,5.15,45.87,1008.02,98.36,479.61
